track_uri,track_name,track_pop,artist_uri,artist_name,artist_pop,artist_genres,album,album_uri,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_genre
7w8FKhO2dwcaBPDMXYbeoU,Armed And Ready - 2024 Remaster,24,5uSY4FF3dZMCVSkZslKCHi,Michael Schenker Group,40,"['german hard rock', 'glam metal', 'hard rock', 'metal']",Is It Loud Enough? Michael Schenker Group: 1980-1983,spotify:album:7BT6ZNuvnzV0jiPYVtB2b8,0.313,0.987,9,1,-4.862,0.133,0.126,1.98e-05,0.115,0.523,171.596,249040,4,rock
1bSbplgqPzPFp8oqeLa5be,The Prophecy,38,71vVmHeNgCVSa5SVmfvscU,Saxon,49,"['glam metal', 'hard rock', 'metal', 'nwobhm', 'power metal']","Hell, Fire And Damnation",spotify:album:4DcQ33Fg2ZYJSkhoehGI21,0.256,0.5,7,0,-14.067,0.0627,0.458,0.593,0.243,0.0875,69.991,84307,3,rock
0pCOatUQdBlSQO6RXv9gno,Tidal Wave,20,3ff1CmU6qfTqRAmdrq8EEG,Lights & Motion,35,"['atmospheric post-rock', 'cinematic post-rock', 'focus', 'nordic post-rock']",Wonder,spotify:album:2PMFWvKtu2sNguEhK3YAPK,0.101,0.379,2,1,-9.666,0.0308,0.00641,0.853,0.245,0.0464,90.351,222316,4,rock
0HBWWM8w2WSCgMBL1EgV7e,1066,38,71vVmHeNgCVSa5SVmfvscU,Saxon,49,"['glam metal', 'hard rock', 'metal', 'nwobhm', 'power metal']","Hell, Fire And Damnation",spotify:album:4DcQ33Fg2ZYJSkhoehGI21,0.419,0.931,8,0,-6.29,0.0601,0.000902,0.000462,0.374,0.281,68.525,243600,4,rock
0IdJHEM9vPXlrcaTO3Jjqv,These Passing Clouds,32,4vs7NIU7kZc2Efh6yOGKEZ,Steve Hackett,38,"['art rock', 'instrumental rock', 'progressive rock', 'symphonic rock']",The Circus and the Nightwhale,spotify:album:40oW7mVcb7BlaICfrQGMTW,0.213,0.26,9,0,-15.966,0.0371,0.641,0.935,0.109,0.143,129.096,95067,4,rock
4aH2QXXafJtG5vVdrYNK63,Happier Days,41,3r32a6mMdoPaSP1C7kYhMc,Frank Carter & The Rattlesnakes,47,"['british alternative rock', 'modern alternative rock']",Dark Rainbow,spotify:album:4pU6rQzlCfTrSxous1m7CK,0.488,0.711,3,0,-4.908,0.0339,0.00701,1.85e-06,0.268,0.235,151.046,216086,4,rock
11Evb2gCeaejKMOVPHMWs5,Oceans,18,3ff1CmU6qfTqRAmdrq8EEG,Lights & Motion,35,"['atmospheric post-rock', 'cinematic post-rock', 'focus', 'nordic post-rock']",Wonder,spotify:album:2PMFWvKtu2sNguEhK3YAPK,0.206,0.266,4,1,-14.151,0.0416,0.314,0.799,0.0895,0.0386,121.986,213500,4,rock
5tPVdEHalBzhsUV8CSaj8Z,Gold,18,3ff1CmU6qfTqRAmdrq8EEG,Lights & Motion,35,"['atmospheric post-rock', 'cinematic post-rock', 'focus', 'nordic post-rock']",Wonder,spotify:album:2PMFWvKtu2sNguEhK3YAPK,0.483,0.631,2,1,-7.429,0.0269,0.000686,0.847,0.102,0.159,110.001,293500,4,rock
4QwknChDntVbzKfZSfYG2n,Keep Going,19,3ff1CmU6qfTqRAmdrq8EEG,Lights & Motion,35,"['atmospheric post-rock', 'cinematic post-rock', 'focus', 'nordic post-rock']",Wonder,spotify:album:2PMFWvKtu2sNguEhK3YAPK,0.348,0.449,2,1,-9.152,0.0333,0.00133,0.951,0.0874,0.059,92.927,193500,4,rock
5olEm6oL6PhnW6FUhZQIAF,I Believe (feat. Patoranking & Silly Walks Discotheque),34,6HCIRVlJ8tvmKPAtFnxyFg,Romain Virgo,44,"['lovers rock', 'modern reggae', 'riddim', 'roots reggae']",The Gentle Man,spotify:album:06xLblJu6SFwSwauSfDFtY,0.781,0.719,0,1,-4.606,0.0496,0.316,0.0,0.338,0.704,102.062,182914,4,rock
6HiIOBQ50iDJsjtCEnpCp8,Chemical Animal,26,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Girl 71,spotify:album:12BmSRphKMU2iPx2aSFBQn,0.561,0.706,9,1,-8.281,0.0246,0.0768,0.146,0.171,0.137,111.029,273667,4,rock
3B9NbKzy9qqAPri09oTeLW,Realm of Minor Angels,30,2ZfogSsOWP4mVfEqfpLXCt,The Church,47,"['australian rock', 'dream pop', 'new romantic', 'new wave']",Eros Zeta and the Perfumed Guitars,spotify:album:3kkfPxje6WTQASgbwka1t7,0.27,0.758,7,1,-7.071,0.0379,0.000312,0.524,0.1,0.244,184.201,211097,4,rock
1IhGnxcltHCMV8TLPkbCRE,Missy Miss,22,4DGNqGOtNY9niSpCKwINyU,Beware Of Darkness,31,['modern hard rock'],Sketches And Meditations,spotify:album:4g2EohTBCZGxaI753rra0K,0.294,0.678,7,1,-15.879,0.0586,0.00184,0.00265,0.134,0.646,170.904,193963,4,rock
0zvwumA6RvkPU6Uj9pd2UO,The Ex and the Why - Instrumental,13,7toVzxZQU21OjB5PqXNvTF,Project 86,34,"['christian alternative rock', 'christian hard rock', 'christian hardcore', 'christian metal', 'christian rock']","OMNI, Pt. 2 (Instrumental)",spotify:album:0ggISZ1joOEsPYS1wpQn5v,0.409,0.943,8,1,-4.207,0.0846,3.76e-05,0.832,0.359,0.251,160.1,209568,4,rock
3HyIwyHd57cZ3gyqYjGRG4,Ovr & Ovr,23,5DNApAt05XowaylsOJo1eW,Voicians,38,"['cyberpunk', 'future rock', 'german dnb']",Floating World,spotify:album:7CJGCnhhHzu9LH3svo84NL,0.457,0.853,0,0,-5.421,0.0602,2.56e-05,0.862,0.172,0.103,174.102,127145,4,rock
1bPuMbdBpvcWY53SETkBVr,Superstar,40,3r32a6mMdoPaSP1C7kYhMc,Frank Carter & The Rattlesnakes,47,"['british alternative rock', 'modern alternative rock']",Dark Rainbow,spotify:album:4pU6rQzlCfTrSxous1m7CK,0.319,0.418,1,1,-5.027,0.0356,0.0667,2.96e-06,0.108,0.18,165.942,194603,4,rock
2kCpprMPa8Upq9Ids0UR3W,Killed and Kicked Off,18,5UqTO8smerMvxHYA5xsXb6,Sonic Youth,56,"['alternative rock', 'noise pop', 'noise rock', 'rock', 'shoegaze']",Walls Have Ears,spotify:album:5DVmXtb5RwDQjuQkydYZwl,0.19,0.966,0,1,-7.914,0.161,0.432,0.481,0.588,0.22,165.834,176404,4,rock
5eRPNi8UpTZmB1Go0Td156,Taking You Down,31,4vs7NIU7kZc2Efh6yOGKEZ,Steve Hackett,38,"['art rock', 'instrumental rock', 'progressive rock', 'symphonic rock']",The Circus and the Nightwhale,spotify:album:40oW7mVcb7BlaICfrQGMTW,0.481,0.696,11,0,-11.158,0.0477,0.196,0.00323,0.315,0.365,79.943,257027,4,rock
2sK3XXOt2ucWyzOAlae7nf,The Duke - Take 2 - Live At Whisky a Go Go/1968,39,6ra4GIOgCZQZMOaUECftGN,Frank Zappa,54,"['art rock', 'blues rock', 'experimental', 'instrumental rock', 'jazz fusion', 'jazz rock', 'progressive rock', 'psychedelic rock', 'symphonic rock', 'zolo']",The Duke (Take 2) [Live],spotify:album:2zWnno56NZMO2OaCypXupq,0.437,0.519,9,1,-13.257,0.0423,0.854,0.827,0.382,0.342,99.384,328107,4,rock
4WNL1iQueTOT4y0SMRPFIW,American Spirit,39,3r32a6mMdoPaSP1C7kYhMc,Frank Carter & The Rattlesnakes,47,"['british alternative rock', 'modern alternative rock']",Dark Rainbow,spotify:album:4pU6rQzlCfTrSxous1m7CK,0.694,0.624,1,1,-4.564,0.0396,0.0353,4.68e-06,0.267,0.289,96.514,218047,4,rock
6I2S5JWF2uZSjKN4PGLrBX,Se me hizo fácil,43,6ilGdhbF4bK00hzVs5fHt1,Javier Bátiz,30,"['mexican classic rock', 'mexican rock', 'mexican rock-and-roll', 'rock urbano mexicano']",Se me hizo fácil,spotify:album:7nsOf8tM2JVAhUA0baZLcF,0.438,0.545,4,1,-5.575,0.0297,0.389,0.000183,0.208,0.695,148.183,184080,3,rock
3SR8KnUWmWyp88IsZPgxBi,Love For You And Me - Live,3,42RbQv212uOjyfIXECLKfR,Budgie,31,"['proto-metal', 'psychedelic blues-rock', 'welsh metal']",Live in Los Angeles (live),spotify:album:5ttkEPjB3xBUEOaiwkjv5C,0.358,0.714,2,1,-12.07,0.103,0.655,0.259,0.89,0.486,100.366,267860,4,rock
3wElkGuYvGL7dYDOEJIjCc,Round and Round,12,7nm7AQrgTNBGcGnX0q8QHS,The Ian Fays,16,['jangle rock'],Viola,spotify:album:1t9YqYrBJnMJWUcAGd8zY2,0.396,0.438,2,1,-10.974,0.033,0.602,1.99e-05,0.177,0.187,135.859,128887,3,rock
4KujbXmAAnUT8rag6Vqew6,jamcod,26,4rjlerN21ygkIhmUv55irs,The Jesus and Mary Chain,51,"['alternative rock', 'new wave', 'noise pop', 'post-punk', 'scottish indie', 'shoegaze', 'singer-songwriter', 'uk post-punk']",Girl 71,spotify:album:12BmSRphKMU2iPx2aSFBQn,0.563,0.925,4,0,-6.264,0.0382,0.0101,0.000264,0.121,0.371,130.026,239920,4,rock
0PRUrmdkbqPDRsRyRV1f9C,The Immediate Future,30,2ZfogSsOWP4mVfEqfpLXCt,The Church,47,"['australian rock', 'dream pop', 'new romantic', 'new wave']",Eros Zeta and the Perfumed Guitars,spotify:album:3kkfPxje6WTQASgbwka1t7,0.476,0.606,9,0,-8.97,0.0296,0.000461,0.86,0.0464,0.516,157.933,348480,4,rock
3UHMMfv5QEJDJXzQWGR7Va,Pirates Of The Airwaves,37,71vVmHeNgCVSa5SVmfvscU,Saxon,49,"['glam metal', 'hard rock', 'metal', 'nwobhm', 'power metal']","Hell, Fire And Damnation",spotify:album:4DcQ33Fg2ZYJSkhoehGI21,0.58,0.915,8,0,-6.583,0.0417,0.000324,2.65e-05,0.402,0.539,125.027,236427,4,rock
434fZ0lHIQv3AsLoGjR7TR,Nothing But The Whole Wide World (with Eric Clapton),42,59hLmB5DrdihCYtNeFeW1U,Glen Campbell,60,"['adult standards', 'arkansas country', 'classic country pop', 'country rock', 'folk rock', 'mellow gold', 'nashville sound', 'singer-songwriter', 'soft rock']",Nothing But The Whole Wide World (with Eric Clapton),spotify:album:25cFmqj31yoMiwJ0dUAYiM,0.672,0.509,2,1,-8.375,0.0261,0.798,0.0,0.0873,0.61,141.944,215282,4,rock
0sI2glNps18dKioCdT4uAY,Nothing To Declare,31,0SwO7SWeDHJijQ3XNS7xEE,MGMT,73,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",Dancing In Babylon (feat. Christine and the Queens),spotify:album:3QUPigEo0MoAsxxRDe3JOk,0.485,0.816,5,1,-5.532,0.0311,0.351,0.237,0.142,0.677,84.97,213080,4,rock
5V8NIbC1m0FC2t697j6Bua,weed & videogames,31,66ko2UINS5X1TRK48kdsyh,Joe Buck,37,"['dutch pop', 'dutch rock']",weed & videogames,spotify:album:4VomEJXaT4uQeNzfP9aVmr,0.492,0.229,2,1,-10.782,0.0302,0.376,0.0,0.136,0.328,81.739,183715,4,rock
3fgJ7uI0vgOM2CCBfFOTQI,On the Boat Again - Live from the Wiltern Theatre,27,1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,63,"['contemporary country', 'country', 'country road', 'modern country rock']",Palm Trees & Palm Readers - Jake Owen: Live in Los Angeles (Set 2),spotify:album:3BxVUZwGzpVR1mMTax2JWU,0.537,0.715,7,1,-10.99,0.0398,0.157,2.41e-05,0.931,0.544,94.078,236363,4,rock
4QPq6itOHSFLCXwMxEBFUY,Treasure Hiding - 2024 Remaster,23,5Wabl1lPdNOeIn0SQ5A1mp,Cocteau Twins,62,"['alternative rock', 'art pop', 'dream pop', 'ethereal wave', 'melancholia', 'new wave', 'scottish indie', 'shoegaze', 'synthpop']",Milk & Kisses (2024 Remaster),spotify:album:5ePLaqSwndgkUjFrndNyIn,0.363,0.366,0,1,-11.145,0.0299,0.0877,0.000973,0.521,0.162,74.969,294564,3,rock
4AUNC5dsXVQh4QZKq1cFQj,Secret Sin (Sex & Salvation),19,5riS4sDqcjVAwvC37jxTP0,PIG,26,"['british industrial', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock']",SIN SEX & SALVATION (Deluxe),spotify:album:7L0TYsek1YTjmxNuXxxv5J,0.552,0.957,7,1,-5.563,0.0395,1.18e-05,0.134,0.428,0.342,103.91,334000,4,rock
4TKLcPh0MKg1mKrjMzpl9r,Pleasure,29,2ZfogSsOWP4mVfEqfpLXCt,The Church,47,"['australian rock', 'dream pop', 'new romantic', 'new wave']",Eros Zeta and the Perfumed Guitars,spotify:album:3kkfPxje6WTQASgbwka1t7,0.405,0.797,2,1,-8.46,0.0381,0.00112,0.208,0.321,0.118,109.473,268373,4,rock
11bm7FOjFU5LPbbYk7sCIn,"Cuando Te Disparan, Sangras",23,1X0yOvDnVkVi33vLB5tBwB,Andrés Canalla,31,"['cdmx indie', 'mexican indie', 'mexican rock']","Cuando Te Disparan, Sangras",spotify:album:49weaJQm48KWXZb3APCBNn,0.62,0.621,9,1,-8.767,0.0269,0.0649,0.0,0.414,0.804,105.013,166837,4,rock
1QSJPLYeRSu1AN8EuD9F5o,Me And You (Foda Eu e Você),55,2sFXe6NbmT3k7Qy4N8fE7f,Fresno,56,"['brazilian emo', 'brazilian rock', 'novo rock gaucho', 'pop rock brasileiro']",Eu Nunca Fui Embora - PARTE 1,spotify:album:4LketVVipjzizVzYqTojSE,0.61,0.902,11,0,-5.799,0.0349,0.00814,0.000405,0.46,0.845,110.018,212513,4,rock
3rWRuTM6zLWomVMCgITCTY,Highway Star - 2024 Remix,34,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,64,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",Machine Head (Super Deluxe),spotify:album:4ufVNYBWywTd6RJdYCtzE3,0.26,0.874,2,0,-8.083,0.0661,0.00531,0.0138,0.0969,0.384,173.953,370333,4,rock
7kQaLcTmYJSv0BagKNnS51,Enter the Ring,30,4vs7NIU7kZc2Efh6yOGKEZ,Steve Hackett,38,"['art rock', 'instrumental rock', 'progressive rock', 'symphonic rock']",The Circus and the Nightwhale,spotify:album:40oW7mVcb7BlaICfrQGMTW,0.377,0.531,4,0,-10.619,0.0333,0.0903,3.32e-05,0.159,0.257,66.763,233293,4,rock
0EZmLuDAPoODyoXgPHJlMv,Benzos and Cigarettes,11,3AqJEHlSivoMSqsVYQ595n,Rad Horror,22,['modern alternative rock'],Rad Horror: The Album,spotify:album:2U56bb04hEN5zXFmv1K29K,0.496,0.773,4,1,-7.277,0.0344,0.0162,0.00639,0.114,0.343,139.997,260000,4,rock
3xE65V7CCWtG368398YXVh,Them There Eyes,45,2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart,70,"['mellow gold', 'soft rock']",Swing Fever,spotify:album:22tx1I0M6sElj88FEiBP5u,0.353,0.889,1,0,-3.389,0.152,0.57,0.00836,0.249,0.823,155.156,144667,4,rock
0hhF2Z4QKTHOeeVz0o6bwi,OK Fred,39,228y2DiGvQkteqDD2dUZDD,Errol Dunkley,35,"['lovers rock', 'old school dancehall', 'reggae', 'rocksteady', 'roots reggae']",Uptown Top Ranking: Trojan Ska & Reggae Chartbusters,spotify:album:422xqRVSUCk3eupj358JlW,0.704,0.685,7,1,-6.942,0.0545,0.102,0.0017,0.335,0.772,94.079,230293,4,rock
6L9ujnkEoxhjq3YGXItu4P,"Rosalita (Come Out Tonight) - Live at Capitol Theatre, Passaic, NJ - 9/20/1978",41,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,73,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",The Live Series: Songs Of Celebration,spotify:album:2Ibu9hI7h8VjtN4dsQLWjg,0.213,0.959,5,1,-5.078,0.0776,0.000968,6.25e-06,0.743,0.387,158.886,630099,4,rock
47YPhQoCrhm1RuHnHyk8JF,ENOUGH - Sugarshack Sessions,19,35fFUv2850L9CQjjNrLBpb,Nahko And Medicine For The People,46,['modern folk rock'],DICHOTOMY (Sugarshack Sessions),spotify:album:54mbxTc4Z8JNMpQfPiN7Rj,0.46,0.466,2,1,-9.479,0.0655,0.5,0.0,0.693,0.416,161.954,235635,4,rock
1BynFwt2h5L68zbeEPzyTx,Segara Gunung (feat NATURE),36,1iyCgLwjC23mOjuDxY9sLu,Navicula,29,"['bali indie', 'indonesian alternative rock', 'indonesian indie', 'indonesian neo-psychedelia', 'indonesian rock']",Segara Gunung (feat NATURE),spotify:album:1y794lnaecXFxpaiG2UFfh,0.56,0.701,2,1,-9.835,0.063,0.00153,0.0348,0.223,0.0798,165.001,253307,4,rock
4iKMaNRCsSg6wyHmZJCiMb,Rivers of Babylon,36,23FM5hCHWAODLFGMyk6ETI,The Melodians,39,"['reggae', 'rocksteady']",Uptown Top Ranking: Trojan Ska & Reggae Chartbusters,spotify:album:422xqRVSUCk3eupj358JlW,0.692,0.677,7,1,-6.918,0.0472,0.368,4.64e-05,0.14,0.903,109.461,203840,4,rock
4KGCDTG6Tu5gpJvPPG5CVi,Secret Skin,27,5riS4sDqcjVAwvC37jxTP0,PIG,26,"['british industrial', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock']",SIN SEX & SALVATION (Deluxe),spotify:album:7L0TYsek1YTjmxNuXxxv5J,0.533,0.963,7,1,-5.122,0.0474,1.55e-05,0.263,0.334,0.346,103.912,222000,4,rock
4l4LVoHgvEzYSNnLfL5BN6,"Dancing In the Dark - Live at Joe Louis Arena, Detroit, MI - 3/28/1988",42,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,73,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",The Live Series: Songs Of Celebration,spotify:album:2Ibu9hI7h8VjtN4dsQLWjg,0.441,0.961,9,1,-4.199,0.0755,0.00987,6.43e-05,0.0959,0.467,148.346,392133,4,rock
1lpck0pGzj0WGrGqyifXC8,Been Said And Done,21,6tq1dv7rzt2khH82JuCWhg,Revolution Saints,29,"['melodic hard rock', 'modern hard rock', 'nightrun', 'supergroup']",Against The Winds,spotify:album:2irdDxa8NlHNVGiVmAep9q,0.376,0.932,0,1,-7.035,0.0507,0.0156,0.0,0.324,0.567,165.98,188753,4,rock
5lG9oOJ7vvM7XvlpZHW8mo,Eperdu - 2024 Remaster,23,5Wabl1lPdNOeIn0SQ5A1mp,Cocteau Twins,62,"['alternative rock', 'art pop', 'dream pop', 'ethereal wave', 'melancholia', 'new wave', 'scottish indie', 'shoegaze', 'synthpop']",Milk & Kisses (2024 Remaster),spotify:album:5ePLaqSwndgkUjFrndNyIn,0.347,0.385,11,1,-13.556,0.0298,0.869,0.0296,0.403,0.403,139.661,277096,4,rock
2RfF18Pm4XnGvOztLQv2VJ,When Thunder And Lightning Strikes,28,7HbPuR5r7inxY7xExMdkUq,The Treatment,24,"['deep melodic hard rock', 'modern hard rock', 'nwocr', 'sleaze rock']",When Thunder And Lightning Strikes,spotify:album:1YVCiihZ6XsYzBlxTDuozG,0.519,0.965,4,0,-3.112,0.0444,0.0704,0.00848,0.084,0.541,90.024,254053,4,rock
4PHAZWgcLbf1RqiwGjC43B,Super Charger,35,71vVmHeNgCVSa5SVmfvscU,Saxon,49,"['glam metal', 'hard rock', 'metal', 'nwobhm', 'power metal']","Hell, Fire And Damnation",spotify:album:4DcQ33Fg2ZYJSkhoehGI21,0.492,0.964,1,1,-5.687,0.0774,3.54e-05,0.0159,0.341,0.331,94.977,287773,4,rock
2fmEQHrYxbQ3emKLL32zsE,Friday Night Nyc,26,2qc41rNTtdLK0tV3mJn2Pm,Ryan Adams,53,"['alternative country', 'new americana', 'roots rock', 'singer-songwriter']",Sword & Stone,spotify:album:2wg4Zk8xRMeL5dlAe3wFOQ,0.498,0.712,2,0,-7.886,0.0287,0.00339,6.7e-06,0.257,0.443,97.703,133280,4,rock
3YrmMysjwouBgTnM4rlSJE,"Descarga (feat. Jose Alberto ""El Canario"" & Pete Escovedo)",26,6OQrOpxSIfPai3cFaN4v4P,Sheila E.,39,"['disco', 'freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'quiet storm', 'rock drums', 'urban contemporary']",Bailar,spotify:album:1QtlrFTfi85owEWvXsTx47,0.739,0.863,5,1,-7.147,0.0393,0.296,0.000761,0.312,0.93,103.513,296987,4,rock
3P3DIACeAW3Dc3iUvgkLSC,Sleeping for Miles,29,2ZfogSsOWP4mVfEqfpLXCt,The Church,47,"['australian rock', 'dream pop', 'new romantic', 'new wave']",Eros Zeta and the Perfumed Guitars,spotify:album:3kkfPxje6WTQASgbwka1t7,0.628,0.553,9,0,-10.601,0.0264,0.0124,0.102,0.188,0.656,106.007,210600,4,rock
2YYDaYp2onO5H6sXiQujCr,Witches Of Salem,36,71vVmHeNgCVSa5SVmfvscU,Saxon,49,"['glam metal', 'hard rock', 'metal', 'nwobhm', 'power metal']","Hell, Fire And Damnation",spotify:album:4DcQ33Fg2ZYJSkhoehGI21,0.504,0.94,11,1,-6.339,0.0544,0.000528,8.96e-06,0.357,0.407,135.023,311320,3,rock
1J0TocDKn79T6Y9HTOC3Wb,Circo Inferno,29,4vs7NIU7kZc2Efh6yOGKEZ,Steve Hackett,38,"['art rock', 'instrumental rock', 'progressive rock', 'symphonic rock']",The Circus and the Nightwhale,spotify:album:40oW7mVcb7BlaICfrQGMTW,0.376,0.691,4,1,-9.077,0.0359,0.035,0.0233,0.699,0.356,168.066,150000,4,rock
0BiXbnP4n96gLv0r7KdqiS,Touch And Go - 2024 Remaster,16,6Do8N74ifeVxB1hc2cRcko,"Emerson, Lake & Powell",22,"['progressive rock', 'symphonic rock']",Complete Collection,spotify:album:6qU829oR61EW5OwnlzAFqu,0.561,0.554,5,1,-9.099,0.0404,0.394,0.000487,0.118,0.224,76.952,218920,4,rock
4cJXoSApLGxbglBRhCtlkb,Nuclear War,26,2qc41rNTtdLK0tV3mJn2Pm,Ryan Adams,53,"['alternative country', 'new americana', 'roots rock', 'singer-songwriter']",Sword & Stone,spotify:album:2wg4Zk8xRMeL5dlAe3wFOQ,0.549,0.746,0,1,-7.393,0.0258,0.00151,0.00234,0.359,0.597,110.083,215667,4,rock
585VVmqAnXEW9ddNSApXzf,Amanita,27,2ZfogSsOWP4mVfEqfpLXCt,The Church,47,"['australian rock', 'dream pop', 'new romantic', 'new wave']",Eros Zeta and the Perfumed Guitars,spotify:album:3kkfPxje6WTQASgbwka1t7,0.384,0.75,6,0,-6.932,0.0395,0.0102,0.391,0.598,0.29,138.033,206080,3,rock
1NhbaPGnmGoXrtGQwH9i7A,Get Me Out,29,4vs7NIU7kZc2Efh6yOGKEZ,Steve Hackett,38,"['art rock', 'instrumental rock', 'progressive rock', 'symphonic rock']",The Circus and the Nightwhale,spotify:album:40oW7mVcb7BlaICfrQGMTW,0.262,0.677,4,0,-11.257,0.037,0.00732,0.00607,0.211,0.42,105.017,255867,3,rock
4X4BUmcKz5nY0YIvMatfx6,What Are We Going To Do While We're Here,31,2jK54ZlZhTF1TxygsVeR05,Hawkwind,38,"['canterbury scene', 'hard rock', 'proto-metal', 'protopunk', 'psychedelic rock', 'space rock']",Stories From Time And Space,spotify:album:5Iu6IjH9ODoCrrSuNyerKu,0.0915,0.757,4,0,-10.582,0.0645,0.000247,0.855,0.14,0.118,183.86,424773,4,rock
4gsjgY9aZ5xGIY7P4Ot1xR,Bubblegum Dog,29,0SwO7SWeDHJijQ3XNS7xEE,MGMT,73,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",Dancing In Babylon (feat. Christine and the Queens),spotify:album:3QUPigEo0MoAsxxRDe3JOk,0.483,0.915,10,1,-3.373,0.0465,0.0658,0.000626,0.116,0.25,139.99,261760,4,rock
5SRNKlfeI04irgb2W7MQt2,Longhaired Redneck (feat. Tyler Booth) - Live from the Wiltern Theatre,25,1n2pb9Tsfe4SwAjmUac6YT,Jake Owen,63,"['contemporary country', 'country', 'country road', 'modern country rock']",Palm Trees & Palm Readers - Jake Owen: Live in Los Angeles (Set 2),spotify:album:3BxVUZwGzpVR1mMTax2JWU,0.456,0.627,6,1,-10.451,0.0412,0.369,2.06e-06,0.988,0.555,98.01,168741,4,rock
3E307DQ8wYQ6kR9cDmuIUj,Neighbors (with Ballyhoo!),11,4r6coJvYBbywB6TOgHJYkp,Dale and the ZDubs,34,"['reggae rock', 'west coast reggae']",You Know I'm With You (with Claire Wright & Mellodose),spotify:album:5AOOwKmkHHT9UY9JamyMLY,0.586,0.878,7,1,-4.603,0.0606,0.00757,0.0,0.23,0.764,79.711,218667,4,rock
2SOJuVZBGrTSj0hRd1eJXr,ユーアンドミー,19,7MVyn4XbcEvdXrpaoz1fak,The Stairs,8,['modern j-rock'],ユーアンドミー,spotify:album:4x7rTXhscM8WZufjN7eu7J,0.576,0.94,6,0,-2.494,0.0548,0.00164,0.0,0.0686,0.667,117.496,157787,4,rock
02CN7W2KH8r6jfE2Zgg7EL,Your Mama Wants to Do Me (and Your Daddy Wants to Do Me in) - 2024 Remix,21,0aBEiafPqEJ3o0yp6gFsHg,Anthony Gomes,30,"['canadian blues', 'modern blues', 'modern blues rock', 'power blues-rock']","Peace, Love & Loud Guitars (2024 Remix)",spotify:album:6tORl2PYW5lGZ1Fss1mXlj,0.643,0.945,4,1,-1.777,0.0371,0.000351,0.0,0.0519,0.894,126.028,195833,4,rock
2iwCIVVzofK0rITuJvvfGl,Wonder,24,3ff1CmU6qfTqRAmdrq8EEG,Lights & Motion,35,"['atmospheric post-rock', 'cinematic post-rock', 'focus', 'nordic post-rock']",Wonder,spotify:album:54ivRcDzQtSIxZRORRIUuJ,0.51,0.64,7,1,-8.166,0.0301,0.00203,0.762,0.107,0.265,120.024,160994,4,rock
21MxJ72ESJ4WCtimHGEaSC,Lock and Key (aka Golden Version),22,12CNljuN6DW9e5x61FS03b,The Upsetters,47,"['dub', 'reggae', 'rocksteady', 'roots reggae']",Curley Locks: The Upsetter Singles 1973-1975,spotify:album:5c6rN0egouTbypTaEV7GBM,0.832,0.221,7,1,-18.553,0.137,0.479,0.0119,0.0827,0.217,138.621,199787,4,rock
5w6LtMQ9mCrw8Rh8wFaZOO,Self Love,33,3r32a6mMdoPaSP1C7kYhMc,Frank Carter & The Rattlesnakes,47,"['british alternative rock', 'modern alternative rock']",Self Love,spotify:album:5u4cNUGjbYNT0k4SCjAQUC,0.469,0.838,11,0,-3.191,0.0427,0.000362,0.0,0.352,0.408,144.05,201251,4,rock
3QBKrYrWD5LrCM92ygvYB9,A Dark Rainbow,37,3r32a6mMdoPaSP1C7kYhMc,Frank Carter & The Rattlesnakes,47,"['british alternative rock', 'modern alternative rock']",Dark Rainbow,spotify:album:4pU6rQzlCfTrSxous1m7CK,0.615,0.402,1,1,-9.088,0.0314,0.442,0.0118,0.105,0.194,106.998,286072,4,rock
2HYUmAM8MQqtVv1pjf7jPn,Mother Nature,29,0SwO7SWeDHJijQ3XNS7xEE,MGMT,73,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",Dancing In Babylon (feat. Christine and the Queens),spotify:album:3QUPigEo0MoAsxxRDe3JOk,0.426,0.738,6,1,-5.489,0.0301,0.15,5.04e-05,0.0634,0.436,81.513,236427,4,rock
0Z3QXqqYrf0cfu0BHuUzqr,Lost And Lonely World - Live,16,42chtGdwnAdG2TECndse7J,Willie Nile,23,['roots rock'],Live At Daryl's House Club,spotify:album:5UjpOUxcPccQFrdS7onyUT,0.327,0.678,7,1,-7.949,0.0444,0.167,0.0,0.708,0.693,165.91,245013,4,rock
